"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","637"
"Christianity","329"
"Hindu","22009"
"Islam","2"
"Jainism","0"
"Kirat","0"
"Prakriti","7"
"Sikhism","0"
"Undefined","20"
"Total","23005"