"Population by Mother tongue","Number"
"Bahing",""
"Female","79"
"Male","71"
"","150"
"Bangla",""
"Female","48"
"Male","48"
"","96"
"Bhojpuri",""
"Female","23"
"Male","22"
"","45"
"Bhujel",""
"Female","48"
"Male","53"
"","101"
"Hindi",""
"Female","23"
"Male","26"
"","49"
"Limbu",""
"Female","33"
"Male","22"
"","55"
"Magahi",""
"Female","108"
"Male","88"
"","196"
"Magar",""
"Female","72"
"Male","59"
"","131"
"Maithili",""
"Female","17885"
"Male","17670"
"","35555"
"Musalman",""
"Female","156"
"Male","129"
"","285"
"Nepali",""
"Female","3090"
"Male","2735"
"","5825"
"Newar",""
"Female","102"
"Male","94"
"","196"
"Not Reported",""
"Female","134"
"Male","132"
"","266"
"Others",""
"Female","36"
"Male","37"
"","73"
"Rai",""
"Female","13"
"Male","11"
"","24"
"Rajsthani",""
"Female","27"
"Male","19"
"","46"
"Sunuwar",""
"Female","7"
"Male","13"
"","20"
"Tamang",""
"Female","78"
"Male","81"
"","159"
"Tharu",""
"Female","4035"
"Male","3385"
"","7420"
"Urdu",""
"Female","1338"
"Male","1258"
"","2596"