"Population by Single Year of Age","Number"
"0",""
"Female","329"
"Male","355"
"1",""
"Female","285"
"Male","268"
"10",""
"Female","837"
"Male","876"
"11",""
"Female","240"
"Male","217"
"12",""
"Female","619"
"Male","644"
"13",""
"Female","271"
"Male","292"
"14",""
"Female","336"
"Male","412"
"15",""
"Female","371"
"Male","459"
"16",""
"Female","347"
"Male","405"
"17",""
"Female","171"
"Male","198"
"18",""
"Female","317"
"Male","456"
"19",""
"Female","108"
"Male","159"
"2",""
"Female","487"
"Male","528"
"20",""
"Female","394"
"Male","521"
"21",""
"Female","93"
"Male","86"
"22",""
"Female","331"
"Male","303"
"23",""
"Female","236"
"Male","163"
"24",""
"Female","217"
"Male","162"
"25",""
"Female","485"
"Male","620"
"26",""
"Female","169"
"Male","171"
"27",""
"Female","119"
"Male","135"
"28",""
"Female","478"
"Male","302"
"29",""
"Female","62"
"Male","72"
"3",""
"Female","507"
"Male","514"
"30",""
"Female","664"
"Male","698"
"31",""
"Female","63"
"Male","36"
"32",""
"Female","340"
"Male","263"
"33",""
"Female","205"
"Male","101"
"34",""
"Female","134"
"Male","105"
"35",""
"Female","531"
"Male","736"
"36",""
"Female","140"
"Male","147"
"37",""
"Female","82"
"Male","70"
"38",""
"Female","283"
"Male","209"
"39",""
"Female","56"
"Male","29"
"4",""
"Female","540"
"Male","585"
"40",""
"Female","535"
"Male","683"
"41",""
"Female","46"
"Male","37"
"42",""
"Female","150"
"Male","140"
"43",""
"Female","130"
"Male","67"
"44",""
"Female","75"
"Male","47"
"45",""
"Female","393"
"Male","612"
"46",""
"Female","48"
"Male","67"
"47",""
"Female","40"
"Male","39"
"48",""
"Female","183"
"Male","118"
"49",""
"Female","40"
"Male","24"
"5",""
"Female","630"
"Male","698"
"50",""
"Female","364"
"Male","477"
"51",""
"Female","15"
"Male","25"
"52",""
"Female","64"
"Male","87"
"53",""
"Female","62"
"Male","22"
"54",""
"Female","41"
"Male","20"
"55",""
"Female","293"
"Male","374"
"56",""
"Female","51"
"Male","48"
"57",""
"Female","15"
"Male","30"
"58",""
"Female","150"
"Male","70"
"59",""
"Female","18"
"Male","21"
"6",""
"Female","594"
"Male","631"
"60",""
"Female","318"
"Male","423"
"61",""
"Female","15"
"Male","20"
"62",""
"Female","78"
"Male","56"
"63",""
"Female","52"
"Male","27"
"64",""
"Female","25"
"Male","20"
"65",""
"Female","264"
"Male","294"
"66",""
"Female","25"
"Male","25"
"67",""
"Female","20"
"Male","18"
"68",""
"Female","53"
"Male","44"
"69",""
"Female","11"
"Male","9"
"7",""
"Female","448"
"Male","469"
"70",""
"Female","181"
"Male","204"
"71",""
"Female","9"
"Male","11"
"72",""
"Female","23"
"Male","37"
"73",""
"Female","9"
"Male","10"
"74",""
"Female","9"
"Male","8"
"75",""
"Female","68"
"Male","79"
"76",""
"Female","8"
"Male","7"
"77",""
"Female","6"
"Male","6"
"78",""
"Female","8"
"Male","10"
"79",""
"Female","4"
"Male","4"
"8",""
"Female","689"
"Male","791"
"80",""
"Female","23"
"Male","32"
"82",""
"Female","2"
"Male","1"
"84",""
"Female","1"
"Male","3"
"85",""
"Female","44"
"Male","37"
"9",""
"Female","288"
"Male","298"