"Population by Single Year of Age","Number"
"0",""
"Female","178"
"Male","219"
"1",""
"Female","169"
"Male","185"
"10",""
"Female","300"
"Male","303"
"11",""
"Female","244"
"Male","302"
"12",""
"Female","303"
"Male","270"
"13",""
"Female","302"
"Male","292"
"14",""
"Female","314"
"Male","303"
"15",""
"Female","323"
"Male","297"
"16",""
"Female","285"
"Male","320"
"17",""
"Female","295"
"Male","304"
"18",""
"Female","331"
"Male","313"
"19",""
"Female","265"
"Male","225"
"2",""
"Female","177"
"Male","163"
"20",""
"Female","317"
"Male","282"
"21",""
"Female","199"
"Male","201"
"22",""
"Female","292"
"Male","265"
"23",""
"Female","233"
"Male","209"
"24",""
"Female","278"
"Male","230"
"25",""
"Female","299"
"Male","246"
"26",""
"Female","257"
"Male","202"
"27",""
"Female","199"
"Male","180"
"28",""
"Female","252"
"Male","223"
"29",""
"Female","132"
"Male","133"
"3",""
"Female","156"
"Male","165"
"30",""
"Female","362"
"Male","279"
"31",""
"Female","138"
"Male","134"
"32",""
"Female","213"
"Male","216"
"33",""
"Female","147"
"Male","143"
"34",""
"Female","159"
"Male","155"
"35",""
"Female","350"
"Male","255"
"36",""
"Female","185"
"Male","181"
"37",""
"Female","127"
"Male","143"
"38",""
"Female","164"
"Male","145"
"39",""
"Female","95"
"Male","99"
"4",""
"Female","185"
"Male","208"
"40",""
"Female","316"
"Male","270"
"41",""
"Female","99"
"Male","96"
"42",""
"Female","171"
"Male","176"
"43",""
"Female","104"
"Male","109"
"44",""
"Female","100"
"Male","93"
"45",""
"Female","212"
"Male","179"
"46",""
"Female","119"
"Male","103"
"47",""
"Female","77"
"Male","104"
"48",""
"Female","164"
"Male","139"
"49",""
"Female","87"
"Male","86"
"5",""
"Female","221"
"Male","205"
"50",""
"Female","217"
"Male","192"
"51",""
"Female","69"
"Male","87"
"52",""
"Female","122"
"Male","109"
"53",""
"Female","75"
"Male","91"
"54",""
"Female","77"
"Male","76"
"55",""
"Female","146"
"Male","127"
"56",""
"Female","94"
"Male","94"
"57",""
"Female","56"
"Male","76"
"58",""
"Female","90"
"Male","86"
"59",""
"Female","54"
"Male","56"
"6",""
"Female","180"
"Male","202"
"60",""
"Female","171"
"Male","147"
"61",""
"Female","61"
"Male","62"
"62",""
"Female","73"
"Male","55"
"63",""
"Female","59"
"Male","39"
"64",""
"Female","50"
"Male","56"
"65",""
"Female","145"
"Male","102"
"66",""
"Female","48"
"Male","53"
"67",""
"Female","60"
"Male","57"
"68",""
"Female","53"
"Male","66"
"69",""
"Female","32"
"Male","42"
"7",""
"Female","233"
"Male","246"
"70",""
"Female","96"
"Male","79"
"71",""
"Female","28"
"Male","29"
"72",""
"Female","54"
"Male","37"
"73",""
"Female","32"
"Male","24"
"74",""
"Female","35"
"Male","35"
"75",""
"Female","67"
"Male","54"
"76",""
"Female","29"
"Male","41"
"77",""
"Female","28"
"Male","31"
"78",""
"Female","34"
"Male","46"
"79",""
"Female","14"
"Male","18"
"8",""
"Female","236"
"Male","228"
"80",""
"Female","39"
"Male","33"
"81",""
"Female","9"
"Male","11"
"82",""
"Female","20"
"Male","14"
"83",""
"Female","12"
"Male","10"
"84",""
"Female","19"
"Male","14"
"85",""
"Female","65"
"Male","50"
"9",""
"Female","208"
"Male","248"