"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","371"
"Cow Dung","4051"
"Electricity","4"
"Kerosene","148"
"LP Gas","1594"
"Not stated","103"
"Others","41"
"Wood/Firewood","5782"
"Total","12094"