"Population by Mother tongue","Number"
"Baitadeli",""
"Female","19750"
"Male","18672"
"","38422"
"Bajhangi",""
"Female","34"
"Male","6"
"","40"
"Bhojpuri",""
"Female","7"
"Male","5"
"","12"
"Doteli",""
"Female","12"
"Male","4"
"","16"
"Dzonkha",""
"Female","6"
"Male","5"
"","11"
"Nepali",""
"Female","235"
"Male","207"
"","442"
"Not Reported",""
"Female","9"
"Male","5"
"","14"
"Others",""
"Female","51"
"Male","61"
"","112"
"Sign Language",""
"Female","21"
"Male","27"
"","48"
"Surel",""
"Female","26"
"Male","31"
"","57"