"Population by Single Year of Age","Number"
"0",""
"Female","249"
"Male","286"
"1",""
"Female","194"
"Male","234"
"10",""
"Female","332"
"Male","322"
"11",""
"Female","219"
"Male","233"
"12",""
"Female","359"
"Male","338"
"13",""
"Female","242"
"Male","252"
"14",""
"Female","235"
"Male","223"
"15",""
"Female","238"
"Male","206"
"16",""
"Female","263"
"Male","236"
"17",""
"Female","134"
"Male","108"
"18",""
"Female","277"
"Male","187"
"19",""
"Female","137"
"Male","115"
"2",""
"Female","268"
"Male","278"
"20",""
"Female","197"
"Male","122"
"21",""
"Female","108"
"Male","102"
"22",""
"Female","138"
"Male","132"
"23",""
"Female","114"
"Male","68"
"24",""
"Female","126"
"Male","92"
"25",""
"Female","199"
"Male","144"
"26",""
"Female","129"
"Male","114"
"27",""
"Female","85"
"Male","94"
"28",""
"Female","172"
"Male","144"
"29",""
"Female","63"
"Male","57"
"3",""
"Female","316"
"Male","315"
"30",""
"Female","256"
"Male","148"
"31",""
"Female","70"
"Male","41"
"32",""
"Female","124"
"Male","128"
"33",""
"Female","69"
"Male","46"
"34",""
"Female","78"
"Male","63"
"35",""
"Female","206"
"Male","169"
"36",""
"Female","81"
"Male","77"
"37",""
"Female","60"
"Male","44"
"38",""
"Female","138"
"Male","103"
"39",""
"Female","46"
"Male","22"
"4",""
"Female","320"
"Male","339"
"40",""
"Female","187"
"Male","171"
"41",""
"Female","48"
"Male","45"
"42",""
"Female","71"
"Male","79"
"43",""
"Female","50"
"Male","28"
"44",""
"Female","49"
"Male","44"
"45",""
"Female","156"
"Male","128"
"46",""
"Female","57"
"Male","47"
"47",""
"Female","37"
"Male","26"
"48",""
"Female","89"
"Male","73"
"49",""
"Female","39"
"Male","27"
"5",""
"Female","309"
"Male","356"
"50",""
"Female","157"
"Male","117"
"51",""
"Female","32"
"Male","36"
"52",""
"Female","61"
"Male","71"
"53",""
"Female","30"
"Male","30"
"54",""
"Female","24"
"Male","37"
"55",""
"Female","116"
"Male","112"
"56",""
"Female","38"
"Male","50"
"57",""
"Female","14"
"Male","22"
"58",""
"Female","56"
"Male","56"
"59",""
"Female","41"
"Male","23"
"6",""
"Female","277"
"Male","314"
"60",""
"Female","138"
"Male","129"
"61",""
"Female","28"
"Male","40"
"62",""
"Female","45"
"Male","40"
"63",""
"Female","25"
"Male","19"
"64",""
"Female","16"
"Male","14"
"65",""
"Female","112"
"Male","97"
"66",""
"Female","33"
"Male","25"
"67",""
"Female","12"
"Male","21"
"68",""
"Female","45"
"Male","36"
"69",""
"Female","9"
"Male","10"
"7",""
"Female","301"
"Male","266"
"70",""
"Female","102"
"Male","81"
"71",""
"Female","13"
"Male","13"
"72",""
"Female","27"
"Male","19"
"73",""
"Female","11"
"Male","14"
"74",""
"Female","12"
"Male","16"
"75",""
"Female","45"
"Male","21"
"76",""
"Female","7"
"Male","9"
"77",""
"Female","3"
"Male","10"
"78",""
"Female","10"
"Male","11"
"79",""
"Female","2"
"Male","3"
"8",""
"Female","319"
"Male","277"
"80",""
"Female","27"
"Male","23"
"81",""
"Female","0"
"Male","6"
"82",""
"Female","3"
"Male","7"
"83",""
"Female","2"
"Male","1"
"84",""
"Female","1"
"Male","3"
"85",""
"Female","18"
"Male","20"
"9",""
"Female","237"
"Male","253"